word;Quality;Difficulty;NumOfMarks
похлЄбка;0;2;3
предприниматель;0;2;3
прелесть;0;2;3
приветствие;0;2;3
приговор;0;2;3
проталина;0;2;3
протест;0;2;4
профиль;0;2;3
пудинг;0;2;3
пчеловод;0;2;3
работ€га;0;2;3
рефлекси€;0;2;3
рокот;0;2;3
сакво€ж;0;2;3
сигнал;0;2;3
скоба;0;2;3
скорпион;0;2;3
сомнение;0;2;3
сумо;0;2;3
суть;0;2;3
суфле;0;2;3
сходство;0;2;3
табор;0;2;3
талант;0;2;3
тандем;0;2;3
театрал;0;2;3
текила;0;2;3
текстиль;0;2;3
темперамент;0;2;3
тем€;0;2;3
терем;0;2;3
товарищество;0;2;3
толстосум;0;2;3
тон;0;2;3
торпеда;0;2;3
транзистор;0;2;3
транквилизатор;0;2;3
тривиальность;0;2;3
тростник;0;2;3
труженик;0;2;3
труха;0;2;3
тр€сина;0;2;3
туберкулез;0;2;3
турбина;0;2;3
турбулентность;0;2;3
тюль;0;2;3
уважение;0;2;3
угроза;0;2;3
удел;0;2;3
узда;0;2;3
уловка;0;2;3
ультразвук;0;2;3
умник;0;2;3
универсам;0;2;3
упр€жь;0;2;3
успешность;0;2;3
устройство;0;2;3
уступ;0;2;3
утЄс;0;2;3
утконос;0;2;3
ут€тница;0;2;3
ухаб;0;2;3
уховертка;0;2;3
участник;0;2;3
учреждение;0;2;3
фантази€;0;2;3
фиаско;0;2;3
франк;0;2;3
хр€щ;0;2;3
чело;0;2;3
шлюзование;0;2;3
шпажка;0;2;3
щеголь;0;2;3
экзотика;0;2;3
электродинамика;0;2;3
электрон;0;2;3
эллипс;0;2;3
энерги€;0;2;3
эсперанто;0;2;3
эстетика;0;2;3
эстрада;0;2;3
этимологи€;0;2;3
эшафот;0;2;3
€хта;0;2;3
€щур;0;2;3
амфибрахий;1;2;3
астматик;1;2;3
блиц;1;2;3
веган;1;2;3
гондольер;1;2;3
девчонка;1;2;3
егерь;1;2;3
жор;1;2;3
кардиган;1;2;3
тофу;1;2;3
холодец;1;2;3
барсетка;2;2;3
беркут;2;2;3
беспредел;2;2;3
бл€ха;2;2;3
бубенчик;2;2;3
буквоед;2;2;3
валидол;2;2;3
газообмен;2;2;3
галоши;2;2;3
головомойка;2;2;3
губошлеп;2;2;3
гундеж;2;2;3
ирландец;2;2;3
кирка;2;2;3
лосины;2;2;3
тефтель;2;2;3
толкинист;2;2;3
удлинитель;2;2;3
успение;2;2;3
чизкейк;2;2;3
абитуриент;0;3;3
азу;0;3;3
акварель;0;3;3
аккумул€тор;0;3;3
аксиома;0;3;3
аллигатор;0;3;3
альтернатива;0;3;3
алюминий;0;3;3
амбици€;0;3;3
антоним;0;3;3
аншлаг;0;3;3
ар;0;3;3
ари€;0;3;3
артикль;0;3;3
багр€нец;0;3;3
бандана;0;3;3
барка;0;3;3
бархат;0;3;3
батискаф;0;3;3
батька;0;3;3
бессонница;0;3;3
бетономешалка;0;3;3
биатлонистка;0;3;3
благотворительность;0;3;3
бор;0;3;3
брокколи;0;3;3
бронемашина;0;3;3
бронь;0;3;3
булавка;0;3;3
буррито;0;3;3
варево;0;3;3
венец;0;3;3
вереск;0;3;3
вето;0;3;3
выступление;0;3;3
в€зь;0;3;3
гарнитура;0;3;3
гарь;0;3;3
горечь;0;3;3
горожанин;0;3;3
графин€;0;3;3
держава;0;3;3
джедай;0;3;3
директор;0;3;3
дирижабль;0;3;3
дискомфорт;0;3;3
допуск;0;3;3
достоинство;0;3;3
дремота;0;3;3
дружба;0;3;3
дужка;0;3;3
дуршлаг;0;3;3
дымка;0;3;3
жасмин;0;3;3
жемчуг;0;3;3
жеребец;0;3;3
жестикул€ци€;0;3;3
жокей;0;3;3
жужжание;0;3;3
заключение;0;3;3
закл€тие;0;3;3
занос;0;3;3
зараза;0;3;3
землемер;0;3;3
знаменосец;0;3;3
известн€к;0;3;3
излучение;0;3;3
изморозь;0;3;3
иллюминатор;0;3;3
ингуш;0;3;3
инкубатор;0;3;3
инсульт;0;3;3
интеграл;0;3;3
интервью;0;3;3
йога;0;3;3
кабинет;0;3;3
капсула;0;3;3
карат;0;3;3
каратэ;0;3;3
картонка;0;3;3
киви;0;3;3
кладовка;0;3;3
кларнет;0;3;3
классики;0;3;3
клинок;0;3;3
клише;0;3;3
кл€кса;0;3;3
козерог;0;3;3
колесница;0;3;3
коле€;0;3;3
колхоз;0;3;3
колье;0;3;3
компост;0;3;3
концентраци€;0;3;3
кораблекрушение;0;3;3
коробок;0;3;3
кортик;0;3;3
кос€к;0;3;3
котел;0;3;3
кризис;0;3;3
критерий;0;3;3
кроссворд;0;3;3
крупица;0;3;3
крысолов;0;3;3
кубрик;0;3;3
кувырок;0;3;3
купечество;0;3;3
курсант;0;3;3
кустарник;0;3;3
лассо;0;3;3
лесопилка;0;3;3
лесоповал;0;3;3
лесоруб;0;3;3
лимонад;0;3;3
листовка;0;3;3
лицей;0;3;3
личность;0;3;3
лишение;0;3;3
лосось;0;3;3
лотере€;0;3;3
люкс;0;3;3
лютик;0;3;3
мавзолей;0;3;3
манго;0;3;3
марсоход;0;3;3
маршрутка;0;3;3
мастерство;0;3;3
медвежонок;0;3;3
медиатор;0;3;3
медик;0;3;3
меридиан;0;3;3
метрополитен;0;3;3
мещанин;0;3;3
миндаль;0;3;3
миссионер;0;3;3
модерн;0;3;3
молекула;0;3;3
морж;0;3;3
мощь;0;3;3
муравейник;0;3;3
мюзикл;0;3;3
навигатор;0;3;3
наездник;0;3;3
нарды;0;3;3
наставник;0;3;3
насыпь;0;3;3
ненастье;0;3;3
нер€ха;0;3;3
нимфа;0;3;3
новичок;0;3;3
норвежка;0;3;3
норма;0;3;3
оба€ние;0;3;3
образ;0;3;3
овен;0;3;3
озон;0;3;3
олива;0;3;3
омоним;0;3;3
опиум;0;3;3
организаци€;0;3;3
ордер;0;3;3
орнамент;0;3;3
оскорбление;0;3;3
оспа;0;3;3
отвар;0;3;3
отдел;0;3;3
охапка;0;3;3
пайка;0;3;3
паника;0;3;3
пастор;0;3;3
передышка;0;3;3
пережиток;0;3;3
перекус;0;3;3
перестрелка;0;3;3
переулок;0;3;3
пескарь;0;3;3
писарь;0;3;3
плакат;0;3;3
планирование;0;3;3
плантаци€;0;3;3
пластмасса;0;3;3
плацкарт;0;3;3
плЄнка;0;3;3
плотина;0;3;3
плотник;0;3;3
поверье;0;3;3
поговорка;0;3;3
погоны;0;3;3
подлодка;0;3;3
подъемник;0;3;3
полынь;0;3;3
поминки;0;3;3
порука;0;3;3
потер€;0;3;3
предмет;0;3;3
представление;0;3;3
признак;0;3;3
приложение;0;3;3
проверка;0;3;3
прогул;0;3;3
продолжение;0;3;3
проектировщик;0;3;3
произношение;0;3;3
просека;0;3;3
публикаци€;0;3;3
пучина;0;3;3
пышка;0;3;3
пьедестал;0;3;3
развитие;0;3;3
раздражение;0;3;3
разнообразие;0;3;3
рана;0;3;3
раскол;0;3;3
регата;0;3;3
регистраци€;0;3;3
редис;0;3;3
реквизит;0;3;3
ремесло;0;3;3
ремонт;0;3;3
репутаци€;0;3;3
реставраци€;0;3;3
ресурс;0;3;3
рогалик;0;3;3
розги;0;3;3
романтика;0;3;3
роспись;0;3;3
руины;0;3;3
салатник;0;3;3
самокат;0;3;3
самоцвет;0;3;3
сангвиник;0;3;3
сарай;0;3;3
сверчок;0;3;3
свинарник;0;3;3
секундант;0;3;3
секци€;0;3;3
сельдерей;0;3;3
синоним;0;3;3
скандал;0;3;3
склонение;0;3;3
скребок;0;3;3
слайд;0;3;3
смартфон;0;3;3
сноп;0;3;4
собаководство;0;3;3
собеседование;0;3;3
совхоз;0;3;3
сонет;0;3;3
спартанец;0;3;3
спасение;0;3;3
страдание;0;3;3
строй;0;3;3
стропа;0;3;3
стручок;0;3;3
сук;0;3;3
сырник;0;3;3
табло;0;3;3
табу;0;3;3
таверна;0;3;3
тарзанка;0;3;3
тахта;0;3;3
тенор;0;3;3
тЄрка;0;3;3
токарь;0;3;3
трение;0;3;3
тренировка;0;3;4
треугольник;0;3;3
трикотаж;0;3;3
тр€ска;0;3;3
тумак;0;3;3
увольнение;0;3;3
утопи€;0;3;3
учЄт;0;3;3
фанатик;0;3;3
фитиль;0;3;3
флейтист;0;3;3
фл€га;0;3;3
форма;0;3;3
формула;0;3;4
форточка;0;3;3
фронт;0;3;3
фужер;0;3;3
хачапури;0;3;3
ценность;0;3;3
циклоп;0;3;3
чаепитие;0;3;3
часовой;0;3;3
чаша;0;3;3
чебуречна€;0;3;3
чеканка;0;3;3
чип;0;3;3
чушь;0;3;3
шашлык;0;3;4
шелуха;0;3;3
шифр;0;3;3
шлейф;0;3;3
шнуровка;0;3;3
штаб;0;3;3
штатив;0;3;3
эмиграци€;0;3;3
эпизод;0;3;3
эскиз;0;3;3
эстакада;0;3;3
этап;0;3;3
юморист;0;3;3
€рлык;0;3;3
€сень;0;3;3
гей-парад;1;3;3
оладушек;1;3;3
чувак;1;3;3
безысходность;2;3;3
хипстер;2;3;3
автобиографи€;0;3;3
акаци€;0;3;3
аккуратность;0;3;3
аллерги€;0;3;3
альт;0;3;3
антибиотик;0;3;3
арахис;0;3;3
арбитр;0;3;3
арена;0;3;3
аристократ;0;3;3
ассоциаци€;0;3;3
аферист;0;3;3
аффект;0;3;3
балда;0;3;3
баннер;0;3;3
барак;0;3;3
бездна;0;3;3
бессмертие;0;3;3
бешенство;0;3;3
бивень;0;3;3
бигуди;0;3;3
близость;0;3;3
ботаник;0;3;3
брасс;0;3;3
бронхит;0;3;3
брошь;0;3;3
букварь;0;3;3
буфет;0;3;3
валет;0;3;3
вандал;0;3;3
вареник;0;3;3
введение;0;3;3
вли€ние;0;3;3
водолей;0;3;3
водопой;0;3;3
волнение;0;3;3
волокно;0;3;3
выздоровление;0;3;3
гандбол;0;3;3
гигиена;0;3;3
глаголь;0;3;3
гной;0;3;3
голуб€тн€;0;3;3
гомеопат;0;3;3
гомеопати€;0;3;3
грейпфрут;0;3;3
громовержец;0;3;3
грузовик;0;3;3
гуща;0;3;3
декабрист;0;3;3
дизайн;0;3;3
диплодок;0;3;3
дошкольник;0;3;3
жакет;0;3;3
завоеватель;0;3;3
задолженность;0;3;3
закон;0;3;3
закоулок;0;3;3
запрос;0;3;3
земледелие;0;3;3
земл€нка;0;3;3
злорадство;0;3;3
изгнание;0;3;3
износ;0;3;3
израильт€нин;0;3;3
имбирь;0;3;3
кадило;0;3;3
канатоходец;0;3;3
карма;0;3;3
картЄжник;0;3;3
кастет;0;3;3
касторка;0;3;3
кафель;0;3;4
кефир;0;3;3
клипса;0;3;3
кл€р;0;3;3
колготки;0;3;3
коммуникабельность;0;3;3
конопл€;0;3;3
контратака;0;3;3
конюх;0;3;3
косоглазие;0;3;3
кочегар;0;3;3
краситель;0;3;3
красноармеец;0;3;3
крупье;0;3;3
кульминаци€;0;3;3
ландшафт;0;3;3
лейкопластырь;0;3;3
летопись;0;3;3
лихо;0;3;3
лодочник;0;3;3
магистр;0;3;3
маки€ж;0;3;3
мемуары;0;3;3
милота;0;3;3
миндалина;0;3;3
мироздание;0;3;3
молчун;0;3;3
мышление;0;3;3
набойка;0;3;3
наречие;0;3;3
наследие;0;3;3
настойка;0;3;3
недуг;0;3;3
незнакомец;0;3;3
ниндз€;0;3;3
обвал;0;3;3
обещание;0;3;3
обзор;0;3;3
обморок;0;3;3
обработка;0;3;3
объезд;0;3;3
огниво;0;3;3
огорчение;0;3;3
опухоль;0;3;3
освежитель;0;3;3
осколок;0;3;3
отвЄртка;0;3;3
отлив;0;3;3
отпечаток;0;3;3
оттенок;0;3;3
ошейник;0;3;3
панаце€;0;3;3
паралич;0;3;3
параллелограмм;0;3;3
парафин;0;3;3
пастель;0;3;3
патриархат;0;3;3
передозировка;0;3;3
перенос;0;3;3
письменность;0;3;3
пластина;0;3;3
плут;0;3;3
плутовка;0;3;3
повышение;0;3;3
подзатыльник;0;3;3
подкрепление;0;3;3
подлесок;0;3;3
подорожник;0;3;3
подт€жка;0;3;3
полуфинал;0;3;3
пользователь;0;3;3
поступок;0;3;3
потребитель;0;3;3
почва;0;3;3
предатель;0;3;3
предоплата;0;3;3
прикосновение;0;3;3
приманка;0;3;3
пришелец;0;3;3
проповедь;0;3;3
пропорци€;0;3;3
прорезь;0;3;3
разъЄм;0;3;3
раскладушка;0;3;3
раст€жка;0;3;3
расшифровка;0;3;3
регион;0;3;3
рок;0;3;3
рубец;0;3;3
рукомойник;0;3;3
сеанс;0;3;3
скальпель;0;3;3
скидка;0;3;3
сливки;0;3;3
собиратель;0;3;3
собственник;0;3;3
соревнование;0;3;3
социализм;0;3;3
спектакль;0;3;3
спидометр;0;3;3
ссадина;0;3;3
стру€;0;3;3
тактика;0;3;3
танцовщица;0;3;3
татарин;0;3;3
тварь;0;3;3
толща;0;3;3
трамвпункт;0;3;3
треуголка;0;3;3
триколор;0;3;3
трубадур;0;3;3
удав;0;3;3
удовольствие;0;3;3
улика;0;3;3
ученый;0;3;3
фаланга;0;3;3
феодал;0;3;3
фермер;0;3;3
фигурист;0;3;3
фоторобот;0;3;3
хворост;0;3;3
хорек;0;3;3
хрип;0;3;3
цедра;0;3;3
человеколюбие;0;3;3
черемуха;0;3;3
чехарда;0;3;3
шахта;0;3;3
швед;0;3;3
шитьЄ;0;3;3
шлюз;0;3;3
экранизаци€;0;3;3
эссе;0;3;3
€вь;0;3;3
€зычество;0;3;3
двушка;1;3;3
зверобой;1;3;3
изолента;1;3;3
приЄмна€;1;3;3
путинист;1;3;3
соцсеть;1;3;3
бирюльки;2;3;3
академи€;0;3;3
альтист;0;3;3
аспирант;0;3;3
базар;0;3;3
базис;0;3;3
бармен;0;3;3
баронесса;0;3;3
безбожие;0;3;3
бидон;0;3;3
биение;0;3;3
бич;0;3;3
богатей;0;3;3
борза€;0;3;3
булыжник;0;3;3
бухгалтери€;0;3;3
вал€ние;0;3;3
вассал;0;3;3
вермишель;0;3;3
верфь;0;3;3
ветр€нка;0;3;3
виновник;0;3;3
вм€тина;0;3;3
вскармливание;0;3;3
гантел€;0;3;3
генеалоги€;0;3;3
гепард;0;3;3
гипотеза;0;3;3
глубинка;0;3;3
гниль;0;3;3
гонец;0;3;3
грамматика;0;3;3
грот;0;3;3
дар;0;3;3
дельта;0;3;3
дистанци€;0;3;3
ездок;0;3;3
жабра;0;3;3
жемчужина;0;3;3
жесть;0;3;3
жирность;0;3;3
забава;0;3;3
замужество;0;3;3
замыкание;0;3;3
заповедник;0;3;3
застежка;0;3;3
зона;0;3;3
зоркость;0;3;3
идеалист;0;3;3
изобретение;0;3;3
изол€тор;0;3;3
иллюзи€;0;3;3
интрига;0;3;3
интроверт;0;3;3
испарение;0;3;3
истери€;0;3;3
кабриолет;0;3;3
калина;0;3;3
канапе;0;3;3
каракатица;0;3;3
картавость;0;3;3
ковка;0;3;3
колпак;0;3;3
кофеин;0;3;3
крейсер;0;3;3
кривизна;0;3;3
кристалл;0;3;3
курильщик;0;3;3
курсор;0;3;3
лабрадор;0;3;3
латы;0;3;3
лихорадка;0;3;3
лицеист;0;3;3
лосьон;0;3;3
макака;0;3;3
мансарда;0;3;3
маршмеллоу;0;3;3
маскарад;0;3;3
метка;0;3;3
молодЄжь;0;3;3
морозоустойчивость;0;3;3
мультиварка;0;3;3
мыслитель;0;3;3
м€та;0;3;3
нагота;0;3;3
наколенник;0;3;3
наличник;0;3;3
наркоз;0;3;3
наслаждение;0;3;3
насмешка;0;3;3
недосып;0;3;3
нектар;0;3;3
ножны;0;3;3
ночлег;0;3;3
обслуживание;0;3;3
общение;0;3;3
обыватель;0;3;3
олимпиада;0;3;3
ополченец;0;3;3
оптика;0;3;3
оратор;0;3;3
острие;0;3;3
отцовство;0;3;3
падчерица;0;3;3
папоротник;0;3;3
патриарх;0;3;3
перрон;0;3;3
повеса;0;3;3
погреб;0;3;3
погребение;0;3;3
подборка;0;3;3
подт€жки;0;3;3
полумера;0;3;3
портик;0;3;3
портмоне;0;3;3
последователь;0;3;3
походка;0;3;3
правописание;0;3;3
правосудие;0;3;3
превосходство;0;3;3
премудрость;0;3;3
прибыль;0;3;3
притча;0;3;3
программист;0;3;3
пророк;0;3;3
противник;0;3;3
п€тиминутка;0;3;3
радушие;0;3;3
развлечение;0;3;3
разворот;0;3;3
расплата;0;3;3
распор;0;3;3
расцвет;0;3;3
ролик;0;3;3
рывок;0;3;3
салазки;0;3;3
саундтрек;0;3;3
светило;0;3;3
свидетельство;0;3;3
сенбернар;0;3;3
сердечник;0;3;3
синтезатор;0;3;3
слабина;0;3;3
слаженность;0;3;3
слежка;0;3;3
смелость;0;3;3
сорт;0;3;3
сортировка;0;3;3
спаниель;0;3;3
стереотип;0;3;3
табель;0;3;3
танго;0;3;3
твист;0;3;3
термин;0;3;3
терьер;0;3;3
техникум;0;3;3
тиканье;0;3;3
трапеза;0;3;3
трубочист;0;3;3
тумба;0;3;3
туш;0;3;3
туша;0;3;3
уборна€;0;3;3
уведомление;0;3;3
удвоение;0;3;3
узость;0;3;3
уничтожение;0;3;3
услуга;0;3;3
факел;0;3;3
фальсификаци€;0;3;3
фальстарт;0;3;3
фета;0;3;3
фиалка;0;3;3
фисташка;0;3;3
флирт;0;3;3
фольклор;0;3;3
фонарик;0;3;3
фонарщик;0;3;3
фонд;0;3;3
хаски;0;3;3
хата;0;3;3
хлам;0;3;3
хлебец;0;3;3
хромосома;0;3;3
хромота;0;3;3
центнер;0;3;3
чаинка;0;3;3
часовн€;0;3;3
черенок;0;3;3
шаурма;0;3;3
шест;0;3;3
шествие;0;3;3
экстраверт;0;3;3
€кут;0;3;3
закусь;1;3;3
печатка;1;3;3
анапест;0;3;3
арестант;0;3;3
ассистент;0;3;3
барокко;0;3;3
башмак;0;3;3
безделье;0;3;3
бесплодие;0;3;3
биток;0;3;3
бриджи;0;3;3
брынза;0;3;3
буй;0;3;3
ведомость;0;3;3
велогонка;0;3;3
веранда;0;3;3
вернисаж;0;3;3
вопль;0;3;3
восклицание;0;3;3
воспоминание;0;3;3
гадалка;0;3;3
газель;0;3;3
галерка;0;3;3
гам;0;3;3
глазунь€;0;3;3
глоток;0;3;3
гл€делки;0;3;3
головастик;0;3;3
гормон;0;3;3
гот;0;3;3
гравий;0;3;3
граммофон;0;3;3
грунт;0;3;3
дедлайн;0;3;3
демонстраци€;0;3;3
джемпер;0;3;3
жертва;0;3;3
заговор;0;3;3
загон;0;3;3
загрузка;0;3;3
заимствование;0;3;3
закалка;0;3;3
закругление;0;3;3
залежь;0;3;3
засов;0;3;3
затычка;0;3;3
зверство;0;3;3
злак;0;3;3
издание;0;3;3
иллюзионист;0;3;3
иллюминаци€;0;3;3
информатор;0;3;3
информаци€;0;3;3
испытание;0;3;3
кардиограмма;0;3;3
качество;0;3;3
кинжал;0;3;3
киоск;0;3;3
кочерыжка;0;3;3
кошЄлка;0;3;3
критик;0;3;3
крольчатник;0;3;3
лаборатори€;0;3;3
ларец;0;3;3
лик;0;3;3
ломана€;0;3;3
лохматость;0;3;3
медиана;0;3;3
мочало;0;3;3
муть;0;3;3
мученик;0;3;3
нагорье;0;3;3
наезд;0;3;3
накал;0;3;3
намерение;0;3;3
нападающий;0;3;3
невинность;0;3;3
несобранность;0;3;3
ночЄвка;0;3;3
нрав;0;3;3
нумераци€;0;3;3
обертка;0;3;3
оговорка;0;3;3
определитель;0;3;3
основание;0;3;3
отгул;0;3;3
отпор;0;3;3
отсечение;0;3;3
очертание;0;3;3
пан;0;3;3
партнерство;0;3;3
пенсне;0;3;3
перевес;0;3;3
переклейка;0;3;3
перстень;0;3;3
погром;0;3;3
подр€дчик;0;3;3
поленница;0;3;3
полнолуние;0;3;3
полумес€ц;0;3;3
помилование;0;3;3
помощник;0;3;3
поплавок;0;3;3
попрыгунчик;0;3;3
попул€рность;0;3;3
поручение;0;3;3
прачечна€;0;3;3
причал;0;3;3
продуктивность;0;3;3
противень;0;3;3
пунктуальность;0;3;3
ранец;0;3;3
реликви€;0;3;3
репетици€;0;3;3
республиканец;0;3;3
рожь;0;3;3
рукопись;0;3;3
р€бь;0;3;3
сволочь;0;3;3
сельдь;0;3;3
серафим;0;3;3
скобка;0;3;3
скол;0;3;3
скороговорка;0;3;3
сладость;0;3;3
слоган;0;3;3
случайность;0;3;3
смотрины;0;3;3
солист;0;3;3
сообщество;0;3;3
спортплощадка;0;3;3
спринт;0;3;3
столкновение;0;3;3
стружка;0;3;3
сустав;0;3;3
сутулость;0;3;3
талисман;0;3;3
телеграфист;0;3;3
толерантность;0;3;3
туне€дец;0;3;3
тюбик;0;3;3
упадок;0;3;3
усушка;0;3;3
финансы;0;3;3
форт;0;3;3
хлопушка;0;3;3
хранение;0;3;3
швейцар;0;3;3
шезлонг;0;3;3
шутник;0;3;3
эвакуатор;0;3;3
эгоизм;0;3;3
электричка;0;3;3
этика;0;3;3
голуб€тник;1;3;3
деточка;1;3;3
караулка;1;3;3
корточки;1;3;3
рамочка;1;3;3
таро;1;3;3
трущобы;1;3;3
пепелац;2;3;3
сланцы;2;3;3
€блочник;2;3;3
абордаж;0;3;3
абсолют;0;3;3
автоматчик;0;3;3
акваланг;0;3;3
активность;0;3;3
амеба;0;3;3
англичанка;0;3;3
антиквар;0;3;3
аттестаци€;0;3;3
аудитори€;0;3;3
баклуша;0;3;3
баобаб;0;3;3
батали€;0;3;3
безделица;0;3;3
белена;0;3;3
блинчик;0;3;3
божок;0;3;3
бормотание;0;3;3
бузина;0;3;3
бур;0;3;3
велодорожка;0;3;3
викинг;0;3;3
вклад;0;3;3
возвращение;0;3;3
впадина;0;3;3
всплеск;0;3;3
выключатель;0;3;3
выпендрЄж;0;3;3
вышивка;0;3;3
вьюга;0;3;3
гладиолус;0;3;3
голубец;0;3;3
голубчик;0;3;3
горбун;0;3;3
гребл€;0;3;3
дивизи€;0;3;3
дизайнер;0;3;3
дикарь;0;3;3
дикость;0;3;3
доброволец;0;3;3
доработка;0;3;3
досада;0;3;3
единорог;0;3;3
жаркое;0;3;3
железа;0;3;3
жердь;0;3;3
журавлик;0;3;3
жуть;0;3;3
завеса;0;3;3
запой;0;3;3
зачЄт;0;3;3
за€вление;0;3;3
зуд;0;3;3
идеал;0;3;3
идол;0;3;3
кабаре;0;3;3
калейдоскоп;0;3;3
клаксон;0;3;3
кл€ча;0;3;3
колбасник;0;3;3
консульство;0;3;3
кофта;0;3;3
краснуха;0;3;3
кредитование;0;3;3
кредитор;0;3;3
кукиш;0;3;3
лакомство;0;3;3
латынь;0;3;3
леска;0;3;3
лилипут;0;3;3
ломбард;0;3;3
манекен;0;3;3
манера;0;3;3
междометие;0;3;3
мешковина;0;3;3
милостын€;0;3;3
найм;0;3;3
накипь;0;3;3
нахождение;0;3;3
непогода;0;3;3
неудача;0;3;3
норматив;0;3;3
обилие;0;3;3
облик;0;3;3
обсуждение;0;3;3
объ€тие;0;3;3
овес;0;3;3
окорок;0;3;3
оплата;0;3;3
оранжере€;0;3;3
осветление;0;3;3
отмщение;0;3;3
отработка;0;3;3
оттиск;0;3;3
паб;0;3;3
павильон;0;3;3
панель;0;3;3
панцырь;0;3;3
папирус;0;3;3
пароварка;0;3;3
парфюмери€;0;3;3
передвижение;0;3;3
переменчивость;0;3;3
перемирие;0;3;3
планер;0;3;3
планктон;0;3;3
плесень;0;3;3
полковник;0;3;3
полумрак;0;3;3
порча;0;3;3
посто€лец;0;3;3
почемучка;0;3;3
по€вление;0;3;3
прибой;0;3;3
провинци€;0;3;3
просительница;0;3;3
прощание;0;3;3
пушнина;0;3;3
п€так;0;3;4
радистка;0;3;3
разлука;0;3;3
размещение;0;3;3
расследование;0;3;3
резак;0;3;3
рубка;0;3;3
руководитель;0;3;3
салатница;0;3;3
сапЄр;0;3;3
свиток;0;3;3
сидр;0;3;3
симметри€;0;3;3
скальп;0;3;3
скандалист;0;3;3
скарабей;0;3;3
скульптура;0;3;3
слот;0;3;3
снегирь;0;3;3
солистка;0;3;3
сонник;0;3;3
сплетн€;0;3;3
спонсорство;0;3;3
справедливость;0;3;3
срамота;0;3;3
стратеги€;0;3;3
телогрейка;0;3;3
транспарант;0;3;3
треск;0;3;3
трюфель;0;3;3
тукан;0;3;3
туне€дство;0;3;3
тычинка;0;3;3
уговор;0;3;3
утеплитель;0;3;3
ущелье;0;3;3
филатели€;0;3;3
филологи€;0;3;3
фломастер;0;3;4
хватка;0;3;3
хна;0;3;3
шабаш;0;3;3
шанс;0;3;3
шарм;0;3;3
шеренга;0;3;3
щиток;0;3;3
балетка;1;3;3
брызгалка;1;3;3
глюк;1;3;3
контент;1;3;3
хихиканье;1;3;3
шантажист;1;3;3
френдзона;2;3;3
амнези€;0;3;3
анонс;0;3;3
банальность;0;3;3
басист;0;3;3
бизон;0;3;3
бицепс;0;3;3
верста;0;3;3
ветвь;0;3;3
виртуоз;0;3;3
внедорожник;0;3;3
гниение;0;3;3
детвора;0;3;3
дискотека;0;3;3
железка;0;3;3
капельница;0;3;3
керосин;0;3;3
кокошник;0;3;3
колонна;0;3;3
кондиционер;0;3;3
конина;0;3;3
кровожадность;0;3;3
логарифм;0;3;3
любвеобильность;0;3;3
марсианин;0;3;3
мастерска€;0;3;3
мелодрама;0;3;3
мерзость;0;3;3
монумент;0;3;4
мостова€;0;3;3
мысль;0;3;3
наЄмник;0;3;3
невесомость;0;3;3
облом;0;3;3
обрез;0;3;3
община;0;3;3
одЄжка;0;3;3
ожерелье;0;3;3
окаменелость;0;3;3
онколог;0;3;3
отбор;0;3;3
отлЄт;0;3;3
отупение;0;3;3
падение;0;3;3
патриотизм;0;3;3
перебор;0;3;3
перепЄлка;0;3;3
пересылка;0;3;3
переходник;0;3;3
перифери€;0;3;3
персонаж;0;3;3
перфоратор;0;3;3
пиджак;0;3;4
пирога;0;3;3
покой;0;3;3
полотно;0;3;3
порци€;0;3;3
початок;0;3;3
пробирка;0;3;3
производна€;0;3;3
разум;0;3;3
раци€;0;3;3
резус;0;3;3
розмарин;0;3;3
самбо;0;3;3
сатира;0;3;3
сглаз;0;3;3
сгущЄнка;0;3;3
сегмент;0;3;3
сектор;0;3;3
сериал;0;3;3
синусоида;0;3;3
склероз;0;3;3
слав€нофил;0;3;3
слепота;0;3;3
снасть;0;3;3
сравнение;0;3;3
сталь;0;3;3
судно;0;3;3
танкер;0;3;3
течение;0;3;3
толстовка;0;3;3
торможение;0;3;3
требование;0;3;3
тренинг;0;3;3
тур;0;3;3
факир;0;3;3
фант;0;3;3
фингал;0;3;3
фоби€;0;3;3
хирурги€;0;3;3
хранитель;0;3;3
чума;0;3;3
шарж;0;3;3
€сность;0;3;3
браузер;1;3;3
кемпинг;1;3;3
пай;1;3;3
ремейк;1;3;3
шестеренка;1;3;3
буравчик;2;3;3
длинноухость;2;3;3
заточка;2;3;3
объедки;2;3;3
пр€дь;2;3;3
шампиньон;2;3;3
антилопа;0;3;3
багет;0;3;3
бахрома;0;3;3
бородавка;0;3;3
бретелька;0;3;3
бурбон;0;3;3
бюрократи€;0;3;3
васаби;0;3;3
вздутие;0;3;3
водовоз;0;3;3
выигрыш;0;3;3
грамотность;0;3;3
грубость;0;3;3
дамба;0;3;3
декольте;0;3;3
дрожжи;0;3;3
женитьба;0;3;3
жест€нка;0;3;3
заблуждение;0;3;3
заметка;0;3;3
зат€жка;0;3;3
звездопад;0;3;3
изгой;0;3;3
кастовость;0;3;3
ка€к;0;3;3
климат;0;3;3
консерватор;0;3;3
конструкци€;0;3;3
корсет;0;3;3
кулинари€;0;3;3
лад;0;3;3
ладан;0;3;3
лежбище;0;3;3
ловкость;0;3;3
мораль;0;3;3
мотель;0;3;3
мундштук;0;3;3
недобор;0;3;3
осанка;0;3;3
отдача;0;3;3
пассат;0;3;3
перегрев;0;3;3
